Road_Type,Road_Condition,Vehicle_Speed,Speed_Limit,Vehicle_Type,Temperature,Humidity,Visibility,Weather_Condition,Junction,Crossing,Railway_Crossing,Stop_Sign,Speed_Breaker,Severity
Rural,Snow,79.9381882273854,80,Bike,35.65204691208913,65.72552061707252,633.2851581799808,Rainy,Crossroad,1,1,1,0,High
Highway,Dry,127.10904949224918,100,Truck,24.201699175032097,59.340340402068115,882.5492499879115,Clear,T-Junction,1,1,0,0,Medium
Highway,Wet,93.23766074144373,100,Car,34.83849785071922,82.74837455952864,658.2685431252884,Foggy,Crossroad,1,1,0,1,High
Highway,Dry,87.89218222087429,100,Truck,18.93160780407672,63.71902194076756,377.6635964387829,Storm,Crossroad,0,0,0,0,Medium
Urban,Wet,62.107474602403634,60,Car,32.811188190313544,83.58379134973418,789.5303397787499,Clear,No,0,1,1,0,Medium
Urban,Damaged,72.37894255838972,60,Car,14.450884330625385,79.60329427693219,285.9692458798944,Clear,No,1,0,1,1,Medium
Highway,Damaged,108.49517067894784,100,Car,33.559851715783964,78.80923936339288,345.7838501453509,Storm,T-Junction,1,1,0,1,High
Highway,Wet,87.54579954025934,100,Bus,20.421760528975064,61.797259883874354,51.372690941078915,Rainy,T-Junction,1,0,0,1,High
Highway,Wet,95.94708494149558,100,Truck,16.691903832834114,24.530751836888605,89.6635951585941,Foggy,No,0,1,0,1,High
Urban,Damaged,67.15821220503824,60,Truck,28.06304063049518,48.62154491971724,258.9613706072498,Storm,Crossroad,0,0,0,1,High
Highway,Dry,121.81005523709138,100,Bike,39.14988358042407,76.74329806627838,957.1527847644479,Foggy,No,1,1,1,1,High
Urban,Damaged,59.729404509657456,60,Bike,14.63298631188179,58.414076958870986,239.0968868879881,Storm,No,0,1,1,1,High
Highway,Wet,109.96352808569945,100,Truck,32.94508559882004,73.73775447900445,154.89486609666963,Clear,T-Junction,1,1,0,1,High
Rural,Wet,73.76621486814831,80,Car,30.611406921052563,40.295602510165594,966.8049387001171,Clear,T-Junction,0,1,1,0,Medium
Highway,Snow,128.32614085456825,100,Car,35.40944743651315,62.024571112646186,226.09442780804423,Storm,T-Junction,0,1,1,0,High
Urban,Snow,79.52861071270122,60,Truck,14.542568684105133,26.55385838139166,971.1460408090609,Storm,No,0,1,1,1,High
Urban,Damaged,51.714213823797344,60,Bike,26.09025583551424,28.763769252581064,949.0661443599004,Rainy,No,1,0,1,0,Medium
Highway,Damaged,120.41870465276342,100,Truck,30.190718408222533,96.20436323564579,651.1105206863132,Storm,No,1,0,1,1,High
Highway,Wet,121.56551961035294,100,Bus,18.058149458403406,55.12352208395868,181.06131252106113,Foggy,No,1,0,0,1,High
Highway,Snow,101.23322177070152,100,Bus,14.32502443260835,99.9285657329278,896.1941495621164,Foggy,Crossroad,1,1,1,1,High
Urban,Snow,34.57156490070737,60,Truck,36.86922282373378,63.64981363835393,630.8838431231654,Storm,No,0,0,1,1,Medium
Highway,Damaged,82.9452450994278,100,Truck,12.543554604767047,98.90833826746932,646.194493517166,Clear,T-Junction,0,0,1,1,Medium
Rural,Dry,71.59369084779759,80,Truck,10.231755250619806,53.85818654583544,280.74726145587516,Storm,T-Junction,1,1,1,1,Medium
Rural,Wet,63.734104314652214,80,Bus,28.54291861538904,81.51036269139618,968.6028638086309,Rainy,No,0,1,0,0,Medium
Urban,Damaged,86.92831040452484,60,Bike,16.21103212653533,88.59735231897626,716.3914671211388,Foggy,No,1,1,0,0,High
Rural,Damaged,55.47139184408344,80,Car,34.95676508753239,66.59442864065853,885.5245774354244,Rainy,Crossroad,0,0,1,0,Medium
Highway,Wet,114.17034939396996,100,Bike,22.178326688007182,63.15834918640985,872.7282549787036,Clear,Crossroad,0,1,1,0,High
Rural,Snow,108.01304611626469,80,Car,29.92206092351794,65.3942511524618,307.0244202869354,Rainy,No,0,1,1,1,High
Urban,Snow,62.21966861099165,60,Bike,14.675757437334298,68.37457365226203,297.75369412228633,Storm,Crossroad,0,1,0,1,High
Highway,Snow,78.54764910809143,100,Bike,35.3362478116495,20.31912000040436,153.035802327222,Storm,T-Junction,1,1,1,0,High
Rural,Wet,72.96527486613886,80,Bus,27.48562433260489,81.56432164061916,242.26035264561838,Storm,No,0,0,0,0,Medium
Urban,Snow,53.73759053042539,60,Truck,29.70834189838287,32.47112415158021,526.5239446753029,Clear,Crossroad,1,0,0,1,Medium
Urban,Dry,62.237606284880044,60,Truck,25.006747356535634,33.99544774508327,94.2795146032462,Clear,Crossroad,1,0,1,1,High
Rural,Dry,75.60880055636878,80,Bus,13.252471492401064,80.94034355189915,789.0052299245967,Foggy,No,0,0,0,1,Low
Rural,Dry,92.25138417055732,80,Truck,36.26562632195411,65.6268715052781,200.01642793321818,Foggy,T-Junction,0,1,0,1,High
Rural,Snow,98.31254479062054,80,Car,30.676723944946012,84.27526195046086,849.6061755167095,Clear,No,0,1,0,1,Medium
Urban,Wet,44.85208908679584,60,Bike,27.453218233977424,85.57401245440249,248.23205727341954,Clear,Crossroad,1,1,1,1,High
Urban,Snow,69.33744153643603,60,Bike,38.93289964975472,43.88626114493425,105.3594220051926,Storm,Crossroad,1,1,1,0,High
Urban,Wet,50.291335340984915,60,Bike,15.748470325416264,43.90227402183807,492.32463555062225,Rainy,Crossroad,1,0,0,0,High
Rural,Dry,79.68488959810044,80,Car,25.97965174198192,46.294440073580446,820.7404988554024,Storm,T-Junction,1,0,0,1,Medium
Rural,Wet,89.06788765413101,80,Car,39.27745650180672,44.734883201262214,805.0714286628945,Storm,No,0,1,0,1,High
Highway,Wet,112.8761906365259,100,Car,16.952028538553343,73.49420291454464,260.576264984304,Clear,T-Junction,0,1,0,1,High
Rural,Damaged,83.13612127351591,80,Car,27.665648670909906,87.02571744771562,670.8579188807244,Rainy,No,0,0,0,1,Medium
Urban,Wet,72.50345765495575,60,Bike,29.591095219806228,33.538307289120354,865.2924553497792,Storm,Crossroad,0,1,1,0,High
Urban,Dry,45.293012643775484,60,Truck,22.447156697716935,20.690831372907617,887.04726273389,Clear,No,0,1,1,1,Low
Highway,Wet,89.8295619859485,100,Bus,11.446352761346034,26.1226356730824,136.67458934480558,Storm,Crossroad,1,1,1,0,High
Rural,Dry,70.76478528765338,80,Truck,22.87041198043096,24.284809379867927,516.4051190075845,Rainy,Crossroad,1,0,1,0,Low
Rural,Dry,57.03922989690957,80,Bus,20.65016036476761,40.696273044071475,638.3106393890876,Foggy,Crossroad,1,1,0,1,Medium
Highway,Wet,105.84607720374972,100,Car,18.6806637221868,59.31173258640878,307.2290009505046,Storm,T-Junction,1,0,1,0,High
Highway,Damaged,89.7789550022425,100,Car,31.88065702392706,53.29641450135071,358.2451444603159,Clear,No,0,1,1,0,Medium
Urban,Damaged,51.78468015654643,60,Truck,17.77850712248268,84.94256075936833,65.11111133565183,Clear,T-Junction,1,0,0,1,High
Rural,Dry,75.12832760912394,80,Bus,27.50707224216671,74.10955339037554,863.1509610989439,Storm,Crossroad,0,1,0,0,Medium
Rural,Wet,79.20352781863608,80,Bike,10.623858800288762,28.17585194059137,628.1145382816754,Clear,T-Junction,0,0,0,0,Medium
Urban,Damaged,77.34010445140652,60,Bike,34.7491855258391,46.85222572512335,751.0061185796327,Rainy,No,1,0,0,1,High
Highway,Wet,102.51078551909228,100,Car,38.84133839302722,80.40167631933281,524.7039906985159,Storm,Crossroad,0,1,1,1,High
Urban,Damaged,52.17165599340956,60,Car,16.091416785563354,53.91973618524589,70.09287045267271,Storm,Crossroad,0,0,0,1,High
Highway,Wet,79.08532479210606,100,Truck,28.90038657064106,74.40118366594808,136.08542404064627,Foggy,No,0,1,1,1,High
Rural,Wet,60.71341947147111,80,Truck,34.49313545965769,22.575838075624432,191.2581016502923,Clear,T-Junction,1,0,0,0,High
Rural,Damaged,85.815153709414,80,Car,15.614829898602984,27.26850638286022,772.6973936713683,Clear,T-Junction,0,0,1,1,Medium
Rural,Wet,53.454547974141676,80,Bus,11.94370722356362,42.68215820493196,304.5475302949954,Rainy,No,1,1,0,1,Medium
Urban,Wet,94.80916923664518,60,Bus,18.412046352731625,68.29956696281924,974.1612824919897,Rainy,T-Junction,0,1,0,0,High
Urban,Wet,44.09281129748352,60,Bike,34.370805442901066,41.96430770685154,861.9969500793418,Clear,T-Junction,0,1,0,1,High
Highway,Wet,108.16064183027052,100,Car,28.395860840816205,90.88999646208272,652.9596800448408,Storm,T-Junction,1,1,1,1,High
Highway,Damaged,116.72920015283589,100,Bus,16.57318209932138,84.62106009696166,812.4986080240861,Foggy,No,0,1,1,1,High
Urban,Snow,69.5868467195896,60,Bike,10.594547246185495,38.93516481079693,969.7594180981102,Foggy,Crossroad,0,1,0,0,High
Urban,Wet,60.72094372424476,60,Bus,22.82593356081962,70.85356610830955,434.5722542067154,Foggy,Crossroad,1,1,0,1,High
Highway,Snow,100.01152738108262,100,Bus,12.138737696826869,83.22333815511386,872.0583673352974,Storm,T-Junction,0,0,0,1,High
Highway,Dry,101.42639012681461,100,Truck,10.07401581472553,84.30383165814996,856.306188849336,Foggy,No,1,0,1,0,Medium
Urban,Damaged,72.72311679530162,60,Truck,25.309560216463673,36.19316325769756,724.7170214613559,Storm,Crossroad,1,0,1,1,High
Rural,Snow,71.0686530342972,80,Bike,17.832562803347386,93.26982785153797,21.684646882260772,Rainy,No,0,1,1,1,High
Urban,Snow,56.397374176435825,60,Bike,32.504023788517955,94.13207774387429,137.09978669033654,Rainy,T-Junction,0,1,1,0,High
Urban,Wet,68.81370715616502,60,Bike,36.29744113476044,86.64643015374484,709.218806691971,Rainy,T-Junction,1,1,0,0,High
Urban,Dry,76.1070120692935,60,Car,35.619711301044916,22.525360981798734,869.7429608358578,Rainy,No,0,0,1,1,Low
Urban,Damaged,87.35259165646875,60,Truck,17.236066071095014,32.30249672720223,343.800250863549,Storm,Crossroad,1,0,0,1,High
Urban,Damaged,31.212652696619326,60,Truck,34.93285429643207,86.4874769111865,326.18789892447876,Foggy,T-Junction,1,1,0,0,High
Rural,Snow,111.32683001241227,80,Truck,29.71831597157874,67.58551564749138,586.7070068912898,Rainy,Crossroad,1,1,0,0,High
Rural,Damaged,105.96917115189828,80,Bike,26.760602005957523,69.04576239056371,888.6281209873005,Clear,Crossroad,1,1,0,0,High
Urban,Dry,76.33871675504672,60,Car,33.20915698211209,46.01141662054272,226.00494084622724,Rainy,No,1,1,0,0,Medium
Urban,Snow,86.66654868826775,60,Truck,11.392753649907718,60.302503858896884,531.6035102920209,Rainy,No,1,1,0,1,High
Rural,Snow,99.91829526525478,80,Bus,39.869384123443226,36.97641169657075,67.65323537769451,Foggy,Crossroad,1,0,1,1,High
Urban,Snow,42.515660101973644,60,Car,20.076604374392524,99.45189146916023,769.129017767789,Storm,No,1,0,1,1,Medium
Highway,Wet,127.89890364252902,100,Car,20.92630910210167,50.31261317134699,194.4322446773799,Foggy,No,0,0,0,1,High
Urban,Dry,54.471363843807175,60,Truck,16.033728843011332,80.26932498734732,876.7733644235566,Storm,Crossroad,1,1,1,1,Medium
Urban,Snow,62.92504816738516,60,Bus,21.511165436747323,26.269556314050753,270.8850657386954,Foggy,Crossroad,1,0,0,1,High
Rural,Dry,45.71584034975782,80,Bike,29.307006576580925,83.23338959958161,445.8824206771318,Foggy,Crossroad,0,1,1,1,High
Highway,Wet,102.73150557269203,100,Bus,28.069189344604126,94.53966856741889,304.44005984102193,Foggy,Crossroad,1,1,1,0,High
Rural,Snow,76.91997224317947,80,Truck,12.51037826869186,80.1938763057988,674.445720242689,Foggy,Crossroad,0,0,0,0,Medium
Urban,Dry,53.73882177841109,60,Bus,15.148072514115555,83.66182612130649,802.7935449896121,Rainy,Crossroad,1,1,1,0,Low
Urban,Snow,44.878255203176565,60,Bus,29.506382316953484,29.415199420645408,19.879417958070853,Rainy,No,0,0,0,0,Medium
Urban,Wet,74.66422969923518,60,Truck,27.128507169114553,38.625368783200116,740.7704698983457,Foggy,No,0,1,0,0,High
Highway,Dry,87.64044070461122,100,Truck,16.340391984696595,32.629218081095786,569.6132116897764,Rainy,No,0,0,0,0,Low
Rural,Wet,79.14807602196652,80,Car,24.458691844597872,51.24894859856176,687.2805684148193,Clear,T-Junction,1,0,1,1,Medium
Rural,Dry,96.89644804717031,80,Bus,21.658757546887323,61.4597338200321,623.6828279801014,Foggy,T-Junction,0,1,0,1,High
Rural,Damaged,88.47892519671737,80,Car,24.977234576714835,57.86910515261188,113.48750244348864,Rainy,Crossroad,0,0,1,0,High
Rural,Snow,70.2667898472679,80,Bike,13.435530367029923,99.21091520602054,565.4083275420649,Rainy,Crossroad,1,1,1,0,High
Urban,Dry,52.01463362147941,60,Bus,11.907563624455284,86.68179256735009,915.2779034333344,Rainy,T-Junction,1,1,0,0,Low
Urban,Damaged,48.94208538212621,60,Bus,13.36766043600388,50.81490321237024,654.095651991181,Foggy,No,0,1,0,1,Medium
Rural,Snow,107.97830292049214,80,Bike,17.17164699721051,35.85072416925965,514.128356053366,Foggy,Crossroad,0,1,1,0,High
Highway,Damaged,82.77252103527024,100,Bus,16.76271631339406,53.420149482740996,731.7312016848568,Clear,No,0,0,0,0,Low
Urban,Damaged,61.451210269077414,60,Bike,28.11623121260798,76.78522680562922,391.91097716112597,Storm,No,0,0,1,1,High
Highway,Dry,106.34316005258653,100,Truck,10.936800002888162,64.47322912127552,694.0346608981941,Foggy,Crossroad,1,0,0,0,High
Urban,Wet,68.65472153729553,60,Bike,24.492859101143985,38.884964845323694,881.5668147961288,Rainy,No,0,1,0,0,High
Urban,Damaged,72.47660824754868,60,Bus,36.92393570392027,68.55118679761247,16.5323927565736,Storm,T-Junction,1,0,0,0,High
Rural,Wet,86.51174700852698,80,Bike,25.779668662532323,64.72255976870126,75.23450448093871,Foggy,T-Junction,1,0,1,0,High
Highway,Dry,107.91871066405304,100,Car,13.45477947140379,49.012960479729124,258.19196598548046,Rainy,T-Junction,1,1,1,0,Medium
Rural,Damaged,98.30085069485642,80,Truck,37.35784995328343,88.62366446388938,895.381376985764,Foggy,No,1,0,0,0,High
Highway,Wet,105.64617115022493,100,Bus,32.24628462357411,68.64484998764003,993.700175431131,Storm,T-Junction,1,0,0,1,High
Rural,Dry,60.63379686372352,80,Bike,32.383437666352506,52.075817568334855,541.8586405818503,Rainy,T-Junction,1,1,1,1,Medium
Rural,Damaged,60.36630910992781,80,Bike,36.59955235244978,80.93599558927684,622.2226369378157,Foggy,No,0,0,0,1,High
Highway,Wet,96.03599772458716,100,Bike,35.73743592994656,80.63894831184598,478.69986089008506,Clear,Crossroad,1,1,1,0,High
Highway,Snow,91.45704810738286,100,Car,27.133339991133134,84.52140302239683,565.6755387286173,Foggy,No,1,0,1,0,Medium
Highway,Snow,107.33767638575954,100,Truck,34.70129944920758,42.618320990644406,800.928593503616,Clear,Crossroad,0,0,1,1,Medium
Highway,Wet,77.38687946275736,100,Bike,19.533488447997257,74.69549776074989,178.96326896984638,Storm,T-Junction,0,1,0,1,High
Rural,Dry,96.74760797426175,80,Bike,39.91409554853143,26.88358778548123,97.39538176642387,Storm,T-Junction,1,1,1,0,High
Urban,Dry,65.02314020198708,60,Bus,11.853744305920767,33.03270026452226,783.9006719293006,Clear,No,0,0,0,0,Low
Highway,Wet,81.11171862617823,100,Bike,21.286478190009735,67.83892852130755,881.5558559858283,Foggy,Crossroad,0,0,0,1,High
Highway,Dry,111.71527236234148,100,Truck,31.600440219592915,70.1368502253346,411.90526248628015,Clear,Crossroad,1,1,1,1,Medium
Highway,Snow,76.81109166567589,100,Bike,13.285456052032032,42.25136910449763,166.5566044873148,Rainy,No,1,0,1,0,High
Urban,Wet,57.6252310049382,60,Car,37.15862385861513,20.400484534101004,493.31005599941926,Foggy,Crossroad,1,1,0,0,High
Urban,Damaged,40.203763331534006,60,Truck,18.578784096609553,23.92957176929378,508.170596836119,Clear,T-Junction,1,0,1,1,Medium
Highway,Dry,77.71686050217022,100,Bike,30.35282105283922,22.42321084174388,777.3556968561782,Storm,No,0,1,0,1,Medium
Rural,Snow,71.44966344973952,80,Car,14.621342922129873,32.815856993600136,603.6657606203013,Clear,No,0,0,1,0,Low
Highway,Dry,100.04014343138662,100,Truck,33.55255651749468,70.00975375933015,620.6785115156956,Rainy,No,0,0,0,0,Low
Rural,Wet,87.99282358028174,80,Car,33.392031698553815,88.7611846161526,869.6477647083346,Foggy,Crossroad,0,1,0,1,High
Urban,Damaged,40.50772279546074,60,Truck,11.394084322568307,26.291838836220094,429.4788241082842,Foggy,T-Junction,0,0,0,1,Medium
Rural,Damaged,97.55136998047479,80,Car,32.86594810950166,42.528224506108955,592.8854588289471,Foggy,Crossroad,1,0,1,0,High
Urban,Wet,54.94432832890855,60,Bike,31.068590108296444,81.54424932461954,229.68929477846973,Foggy,Crossroad,1,0,1,1,High
Urban,Dry,39.172753020413126,60,Car,25.49984470187364,25.206652297144927,341.12874766306385,Foggy,T-Junction,1,1,1,0,Medium
Urban,Snow,78.80581679266584,60,Bus,37.5819324306194,32.69697913756153,178.56665829349,Storm,Crossroad,0,0,1,1,High
Highway,Snow,122.73299923599347,100,Car,29.744286935903652,91.82098748918503,627.9767659090603,Foggy,T-Junction,0,1,0,0,High
Highway,Dry,89.4122156107549,100,Bike,14.358952544631398,56.17786035679881,169.58544909590893,Foggy,T-Junction,1,1,0,1,High
Rural,Snow,43.966848527191495,80,Bike,28.37728828923825,77.69824099106879,847.8816067152659,Rainy,Crossroad,1,0,0,1,High
Urban,Dry,74.00066446329011,60,Bus,34.939951190471454,51.883777858371346,151.7510324181099,Clear,Crossroad,1,0,0,1,High
Highway,Snow,139.82423673740266,100,Bike,15.300302246015722,57.628875783703506,471.70173168964874,Rainy,No,0,1,0,0,High
Urban,Dry,61.558956083606304,60,Bike,36.033574510526954,72.78528478305546,800.4574392359718,Storm,No,0,1,1,0,High
Urban,Snow,84.41594223034875,60,Truck,23.541056612351714,67.31096349039257,985.8680006809248,Clear,T-Junction,0,0,0,0,High
Rural,Snow,100.5639835904085,80,Car,16.767385947920427,90.84622161155414,595.9512711819223,Foggy,No,0,0,1,1,High
Urban,Wet,66.80167680079843,60,Bus,22.757471274823814,93.16212957033966,864.5635863394238,Foggy,T-Junction,1,0,0,0,High
Urban,Wet,64.21474403255601,60,Bus,34.13913753379593,82.40423389645917,548.1725788959008,Storm,No,0,0,0,0,High
Urban,Wet,45.24260452847635,60,Bike,20.24678088979201,61.596687176611425,945.1257007917081,Storm,No,1,1,0,0,High
Rural,Snow,86.91969311743283,80,Bike,18.91687834583893,97.62093471363644,834.3093830265237,Foggy,T-Junction,0,1,1,0,High
Highway,Snow,96.56043780969131,100,Bus,13.122063461738826,43.69232879525807,533.8282732320611,Foggy,T-Junction,0,1,1,1,High
Rural,Damaged,108.60648625468663,80,Bus,35.24844409489138,62.14910222858815,948.6938589316765,Storm,No,0,1,1,0,High
Urban,Wet,60.87555781699813,60,Truck,21.597225485869494,75.85189238185878,574.4816872650387,Storm,T-Junction,0,0,0,0,High
Rural,Snow,77.94190171899395,80,Truck,16.742824078171843,78.95040880986609,438.1693703799036,Rainy,Crossroad,1,0,0,0,Medium
Rural,Dry,88.38478123057193,80,Car,16.167979221046075,59.10841790664642,122.18342639726275,Foggy,Crossroad,1,0,1,1,High
Rural,Damaged,93.09745561867705,80,Bike,15.34555594186154,59.612492221119886,37.26586587090335,Clear,T-Junction,1,1,0,0,High
Rural,Damaged,91.9339454855464,80,Truck,23.202668028148175,21.463698990793425,802.1153807804325,Clear,No,1,1,0,1,Medium
Urban,Damaged,58.499282931735436,60,Bike,11.962212320508476,79.25144874549223,868.401246545939,Foggy,Crossroad,1,1,0,0,High
Urban,Dry,70.91296722320395,60,Truck,14.141842590500808,37.365634609185996,643.570003775847,Rainy,T-Junction,0,1,1,1,Medium
Highway,Snow,127.99149436349904,100,Bike,37.32859564882222,72.95813383705757,946.7170890004852,Clear,Crossroad,1,0,0,0,High
Highway,Wet,105.64866965843602,100,Car,21.307808646416134,71.81982995135272,911.2407215508782,Storm,T-Junction,0,0,0,1,High
Rural,Wet,81.68090353718269,80,Truck,22.274602761219576,31.320511137647415,692.8647526865035,Rainy,Crossroad,0,0,0,1,Medium
Rural,Wet,79.49801713161644,80,Truck,22.83468846305894,61.63951561324449,728.0307415756477,Foggy,Crossroad,0,0,0,1,Medium
Highway,Dry,119.97900339085112,100,Bike,38.089741251006,79.55544893166821,889.5588718420198,Foggy,T-Junction,1,1,1,1,High
Urban,Dry,59.07139198509481,60,Bike,32.47786114101284,38.75013235747617,162.213497518007,Foggy,No,1,1,0,1,High
Highway,Dry,96.75170498732092,100,Bike,12.209966460585708,76.49325627840756,282.9564146096209,Storm,No,0,0,1,0,Medium
Urban,Snow,47.284726983806166,60,Bike,31.58595513578308,87.85525029901652,720.427737665506,Clear,No,0,1,0,1,Medium
Rural,Damaged,101.17739865362032,80,Bus,30.00850676809062,24.55536261808654,273.1943455330505,Clear,Crossroad,1,1,1,0,High
Rural,Damaged,62.0031345173897,80,Bus,27.786497191414618,25.289874166193602,865.8691116528397,Foggy,T-Junction,1,1,0,1,High
Rural,Wet,114.17471149536176,80,Bike,11.871412348045016,47.55465963887529,944.2037718335808,Rainy,Crossroad,1,0,1,1,High
Rural,Wet,68.26565462628554,80,Bike,27.741722844560726,37.16519207171385,160.52392314651863,Clear,Crossroad,1,1,0,1,High
Urban,Snow,70.50707882663144,60,Bus,32.39547506240922,39.09145307941432,368.1008998201628,Rainy,No,0,1,1,1,Medium
Rural,Snow,81.59515481123384,80,Bike,12.046261937219452,28.751959057586276,228.74945332118963,Clear,T-Junction,1,0,0,0,High
